price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement
3139494.7934838724,4,4.0,6604,14192,2,3906,2698
1786526.2524628928,1,3.0,4596,3151,4,2261,2335
1935820.2293328133,7,3.0,2834,3713,3,3842,0
2936270.449357055,5,5.0,6616,8923,1,4238,2378
2296711.001323986,6,2.0,1779,13960,1,5184,0
2547750.851334195,1,4.0,3745,14472,4,5617,0
2633891.372538801,2,3.0,5449,14176,2,5589,0
1364855.1586590502,2,4.0,549,2715,1,3717,0
2245273.7017950495,1,3.0,6151,10895,2,2557,3594
2421405.692918076,2,2.0,7710,4459,3,951,6759
2340697.396938335,7,3.0,4088,12675,1,4021,67
3084307.037665434,4,2.0,4546,14365,1,7313,0
1503519.7083469988,2,2.0,565,11691,1,2983,0
2907494.1592410426,5,4.0,7039,7894,4,5617,1422
2561410.205559925,4,3.0,5870,2889,3,5842,28
2439098.856229721,7,4.0,4723,5656,2,3884,839
1532275.3276009043,3,3.0,687,2895,2,5281,0
2899786.4462490017,2,3.0,5802,3927,3,6646,0
1220150.8737577538,2,5.0,3388,3693,2,1330,2058
2501857.7134015504,5,5.0,5357,6252,4,5535,0
2537884.504090541,7,2.0,1166,14266,2,6200,0
3076813.803123308,5,4.0,8079,5241,4,4033,4046
3309147.1178400926,6,3.0,9624,6250,4,1392,8232
2634178.2795934705,7,1.0,5638,12617,3,810,4828
2057756.3017999022,1,3.0,4352,12897,4,2605,1747
1478334.0768528609,1,5.0,4640,3561,1,561,4079
1366100.567340084,1,5.0,1117,14376,4,1496,0
1903394.117688879,5,2.0,1292,2826,2,5626,0
3754647.143335183,1,4.0,9942,4506,3,7529,2413
2205172.456817912,7,4.0,2944,5931,2,4870,0
2140075.588024225,1,2.0,4733,8202,1,4676,57
1541070.9658738032,3,4.0,1850,13615,4,931,919
1546806.1482264393,1,3.0,2775,3475,1,3803,0
2707597.5317311403,2,2.0,6750,12036,4,1984,4766
2730420.4517301004,6,4.0,2706,13195,1,6828,0
1713781.3305144224,5,2.0,2417,7477,1,3976,0
3447231.9648404866,4,2.0,9813,6417,1,4190,5623
2105489.1706728814,6,2.0,1108,4184,1,6388,0
3916067.867409905,3,4.0,9460,12357,1,7493,1967
1085448.2085342824,5,3.0,1283,5721,1,779,504
3368244.1462790305,7,3.0,7566,12782,4,5265,2301
2086258.8667594509,5,3.0,2889,11636,2,3470,0
1816737.9384401124,2,2.0,667,13821,3,4519,0
2560860.2312963796,7,5.0,5279,5152,3,5902,0
2939306.247368214,6,3.0,7275,4244,2,5430,1845
2155517.8200425813,6,2.0,3756,1693,4,6119,0
1418049.089423937,1,2.0,2979,4073,4,3176,0
3118263.8369244705,7,2.0,8091,7599,3,2243,5848
3440329.6633066037,2,5.0,9671,4540,3,4599,5072
1929940.3674405916,1,3.0,3316,13405,1,4000,0
2878554.640648961,1,4.0,9482,2619,2,1196,8286
1219993.1464965353,5,1.0,1974,4914,1,1395,579
3397932.698420201,6,4.0,8625,4873,1,6004,2621
2374519.274233709,1,5.0,4501,12844,1,4820,0
2938836.9982435554,3,2.0,7971,1564,2,6687,1284
3264173.578487113,3,3.0,8240,13221,2,1120,7120
3716603.314333049,6,5.0,9818,9687,2,2381,7437
2709602.7686650534,3,4.0,6526,11077,1,1370,5156
3090607.3959728577,5,1.0,5250,9992,4,7862,0
3114498.298237139,2,3.0,7806,14823,2,2551,5255
3381253.720312243,4,1.0,9443,13100,1,2452,6991
1501067.46412488,1,4.0,1732,1640,4,5029,0
3071072.0112841357,4,3.0,6581,1162,3,7800,0
3121482.5466622165,2,5.0,9550,5346,1,2416,7134
2748589.4228008576,2,1.0,4914,8704,3,7376,0
2427823.0429178774,5,3.0,4360,9835,3,4391,0
2242549.3985173735,3,1.0,5228,5424,2,5118,110
3213573.365769196,3,2.0,8145,11357,1,3702,4443
2167177.268309373,2,2.0,3199,5464,2,6405,0
3308887.851531186,5,2.0,7779,11987,4,3857,3922
3527994.0321468003,5,4.0,8574,10330,2,5060,3514
2616354.9277694877,6,2.0,5545,4708,3,6305,0
2905108.792099313,7,3.0,2500,13482,3,6353,0
3317346.5285999198,1,5.0,6506,7749,1,7761,0
2426356.996399453,7,5.0,739,14011,4,5076,0
3203672.1521358923,3,2.0,7939,14950,3,3716,4223
1043126.2358023385,2,5.0,2690,1137,1,666,2024
2795139.689539655,6,2.0,4714,10875,1,5699,0
2258379.4803748773,4,3.0,5191,14607,2,788,4403
1458233.1941097374,3,5.0,2515,8106,3,1378,1137
2136431.438181511,1,4.0,5870,8242,2,1973,3897
1102478.6831890396,5,4.0,662,5251,3,2168,0
2133796.221362448,2,4.0,5249,2058,3,4247,1002
3179001.652741908,3,2.0,9041,5614,4,3830,5211
1442448.2668483695,4,3.0,530,5277,2,4443,0
2554842.3164005666,1,3.0,7101,11208,1,659,6442
2996960.5647937907,1,3.0,8505,9361,2,2689,5816
2685735.279431043,6,2.0,2675,11736,4,5997,0
2070367.110082951,3,2.0,3326,6413,3,6041,0
1875963.3198623254,4,4.0,4119,6842,2,2282,1837
2475541.3292792854,1,5.0,5565,4903,2,4574,991
2194446.2501025414,2,3.0,1347,8224,4,7288,0
2055487.958060179,1,3.0,1291,10579,3,6305,0
3013248.8264624686,4,4.0,8392,4051,3,4045,4347
2236776.1533531714,5,3.0,1008,4666,1,6827,0
2812970.955233203,5,5.0,7579,3760,3,2500,5079
3043457.840987908,6,2.0,8477,4835,3,3887,4590
2503204.3498688852,3,3.0,4832,12141,3,4166,666
2803786.5427359566,4,5.0,8275,2360,3,2622,5653
3650429.6807992337,6,5.0,9704,11241,3,1274,8430
2463510.121094429,7,3.0,3524,9614,1,4992,0
1423391.525352782,1,2.0,3570,4973,3,1126,2444
1169189.1805197962,7,4.0,1574,3829,2,1164,410
2536999.6463320535,1,3.0,6468,1145,2,5605,863
1865769.438695799,5,4.0,968,3373,3,5731,0
1950765.2012210602,6,3.0,2415,13875,2,2687,0
2682159.2643024013,5,2.0,4983,1229,1,7186,0
3445456.7436631257,2,1.0,7729,11133,2,7375,354
3056480.431159686,7,3.0,7820,11061,1,1794,6026
2093449.1622037932,7,2.0,1235,6388,1,7764,0
3163292.193212535,5,2.0,8633,5680,4,3070,5563
2907513.2263596617,2,3.0,8669,9049,2,1114,7555
2245595.8104045875,1,3.0,5548,3665,2,5011,537
2885222.322652636,6,2.0,6321,4593,3,5571,750
2736403.620889455,2,2.0,6176,13058,3,4348,1828
2459726.110015481,6,5.0,4977,3829,4,5671,0
1569238.5369549699,7,2.0,595,4336,3,4764,0
4175690.86739536,6,2.0,9603,8816,2,7238,2365
2337719.42431679,7,2.0,4888,2241,1,4545,343
2557362.505118091,2,4.0,4936,6048,4,5887,0
3492456.5585141797,7,3.0,9410,4295,1,6579,2831
2844371.806421023,3,1.0,7181,10576,3,4427,2754
2817509.514181217,7,1.0,7515,4362,1,2504,5011
3226358.197059098,5,4.0,7874,2388,4,6783,1091
2188420.052649551,2,4.0,5555,9297,2,1120,4435
2567893.0202470575,1,3.0,8158,6752,2,1560,6598
3403523.7701692716,6,2.0,7502,12842,4,3704,3798
2688140.902687737,4,2.0,6510,2821,1,4604,1906
2340811.872991999,2,3.0,4181,9476,4,4780,0
3066450.4742984334,5,4.0,7690,1595,2,7398,292
3215519.2820649766,7,1.0,3309,12075,1,7815,0
2930556.5063259276,6,3.0,6535,13813,3,1593,4942
3045589.0784460846,3,2.0,6626,14164,2,2779,3847
3206399.8473643214,1,3.0,9196,10254,4,2405,6791
3441508.6570636546,3,4.0,6628,12540,2,6513,115
2965351.829585273,4,5.0,6478,12078,3,3968,2510
1801310.4632013675,2,3.0,4560,7655,1,1347,3213
3081172.256411357,6,3.0,3484,12269,4,7111,0
2654583.3526453692,2,2.0,3296,14494,2,6264,0
2669596.480015589,5,2.0,5944,9743,2,3177,2767
2372951.425626978,2,1.0,5431,8877,4,4932,499
1697335.5153750863,1,2.0,4426,6784,1,2217,2209
3771709.2072802847,4,1.0,8456,12651,3,7933,523
2538287.21106735,3,5.0,4308,14051,4,3729,579
3724411.322521736,4,3.0,9180,7884,2,7930,1250
3499268.7946584714,6,2.0,7811,14304,3,3244,4567
2751469.825338943,2,1.0,7443,13753,1,638,6805
1806330.5438246347,6,2.0,3213,7049,4,699,2514
3513288.953871237,3,2.0,9942,12352,1,2854,7088
2733685.413840868,6,2.0,6618,4605,3,4147,2471
2814323.562209283,5,3.0,6213,10527,1,3288,2925
2718464.5873631053,4,5.0,1914,13589,3,6674,0
3724507.7413599025,3,3.0,9683,8287,2,6243,3440
2540617.4320087894,3,3.0,6731,1695,3,4084,2647
3032573.2699005525,7,4.0,9091,4044,4,1612,7479
2415037.4481594614,3,1.0,4555,13746,3,3407,1148
2662508.250900322,7,2.0,4599,2946,3,7370,0
2659383.069097073,1,3.0,5792,3722,2,7462,0
2319043.021666933,7,4.0,4317,10715,1,1872,2445
3204165.7497742935,4,3.0,6982,10875,2,5001,1981
2655673.831233463,6,2.0,5825,2806,4,6845,0
4336480.95185957,7,5.0,9817,9141,3,7201,2616
2877734.2141750366,3,2.0,6701,9301,2,3972,2729
3032701.690682732,4,4.0,6400,11439,4,4864,1536
1951648.497880925,7,5.0,3823,9983,1,835,2988
3839037.780627219,7,2.0,8146,9125,2,7534,612
1605730.178684434,3,4.0,3103,3639,3,2918,185
1579996.884406015,5,4.0,2065,10178,2,1087,978
3974774.1657317197,5,5.0,9610,14531,2,4835,4775
2935015.9544121325,7,2.0,5119,4883,3,7268,0
1207991.7443105571,5,5.0,1815,4725,4,1306,509
3413279.9346104027,2,1.0,7867,9264,3,6918,949
2981491.810185221,3,4.0,4619,5973,1,7880,0
1064145.6804112936,2,3.0,2154,3764,2,1328,826
2571885.31657607,4,2.0,3958,11674,4,5715,0
1827334.861403826,2,1.0,741,4989,1,6188,0
2897908.518593128,4,3.0,4798,12997,3,5666,0
2669922.0016448842,7,3.0,4832,14983,4,3394,1438
3143994.294716777,4,2.0,9642,1591,4,3731,5911
2541539.001264453,4,2.0,3569,13402,3,4084,0
3370442.333494238,6,3.0,8985,9216,4,2242,6743
2058959.3591482684,2,3.0,4805,7320,1,2582,2223
3306450.502234669,6,3.0,9479,6398,4,1223,8256
2383727.664761202,7,4.0,2132,11532,1,5266,0
1923131.6175844187,3,3.0,3573,6339,4,3463,110
2289808.131500835,2,1.0,4570,10218,2,4386,184
1598571.2726346625,3,3.0,2776,4899,4,2571,205
2808123.64662851,3,4.0,3101,13602,1,7707,0
3400462.8427723176,4,1.0,9077,10622,2,3047,6030
2917398.0192833967,2,3.0,8182,10760,3,829,7353
887294.2256277488,3,3.0,1027,7837,3,1004,23
1787605.0426310985,5,5.0,1911,8320,4,3308,0
2575064.225429085,3,3.0,5585,10304,2,3542,2043
2561659.7179801534,5,4.0,4697,13390,4,2929,1768
1544474.8168811116,2,2.0,889,2876,4,5299,0
3675313.5064184116,7,4.0,9917,8670,2,2640,7277
1618257.5846643846,6,2.0,4138,1158,3,1724,2414
2452651.071639008,2,3.0,4292,11800,2,3691,601
2312681.320952343,6,3.0,1340,1733,1,7911,0
2861175.9732562234,6,5.0,6212,5454,2,5245,967
1166563.420544694,2,1.0,734,3028,3,4339,0
2249342.142620643,3,2.0,613,7843,2,7784,0
2015653.5430493066,1,4.0,6579,1764,1,1456,5123
2216060.48261941,3,3.0,3638,11729,2,4085,0
1253595.063916939,3,2.0,1308,1191,4,3850,0
2399660.906486741,7,2.0,5659,9435,2,1349,4310
2919306.3246511584,4,2.0,8400,8137,2,1453,6947
1862459.8314814332,4,3.0,910,10125,3,4990,0
1926520.0154522425,3,4.0,1818,13870,4,2904,0
3071300.9543942264,5,1.0,6184,13122,4,4587,1597
2817656.7506387345,7,5.0,5403,2100,4,6512,0
3992479.234129378,6,3.0,9752,9924,2,5527,4225
1480862.1703611459,4,2.0,566,5052,1,3924,0
3031067.201476664,3,3.0,7046,9972,3,6194,852
1583066.458299854,7,4.0,2753,1793,2,1559,1194
3017409.60763617,1,1.0,9032,6098,3,2476,6556
3494772.6129773767,5,4.0,8687,12145,2,5067,3620
2746246.212217053,2,4.0,6453,11972,4,3404,3049
1374286.7076551092,3,2.0,1455,9282,3,2826,0
2616149.2507556938,7,2.0,4804,7711,4,5033,0
2510998.5834764,3,2.0,6133,11627,2,2098,4035
1810346.9101993463,6,4.0,2510,2641,1,4297,0
3033900.8757110876,5,2.0,7319,4358,3,4628,2691
1472826.5584601003,4,4.0,2388,4856,4,1186,1202
1378171.665612614,4,3.0,868,12259,2,2054,0
1605538.56380718,4,4.0,2262,9627,4,1429,833
2664461.2982105995,2,3.0,1493,11020,2,7434,0
3382872.9498697664,7,2.0,8773,2916,4,6753,2020
1251544.4160524851,5,5.0,1687,1046,4,1997,0
1483877.5526431538,5,4.0,876,9182,2,2551,0
1358066.6650965328,4,3.0,502,14257,4,1620,0
1457765.2124052371,4,4.0,1183,3354,3,3006,0
2627051.6515979567,6,3.0,4227,1113,3,7751,0
1283547.815466554,1,2.0,1263,2081,2,4325,0
3000610.3386264457,1,3.0,8957,5139,2,3699,5258
2785146.1183415917,3,2.0,2982,12494,4,6739,0
1261042.1535698767,3,5.0,1224,8150,2,1192,32
2679161.435453451,5,3.0,3340,14323,4,5731,0
2906144.986644161,5,1.0,5846,9585,3,6092,0
1322677.929287175,2,3.0,2923,2589,1,2156,767
3153342.9422463416,2,1.0,5881,8713,1,7940,0
1257431.5466875078,1,2.0,2975,5855,2,1417,1558
2857747.5581794893,3,3.0,5627,10629,3,5013,614
2331798.4552909816,1,3.0,6549,7030,2,916,5633
3008681.895770046,1,5.0,9756,2525,2,3084,6672
3375164.4508735724,3,5.0,6497,14959,3,6145,352
3473879.06375377,7,1.0,7924,13517,1,3681,4243
3162841.882371535,2,3.0,7286,13643,4,4901,2385
3247652.046956974,6,4.0,7207,7567,3,5649,1558
2763491.044109019,6,2.0,5838,5595,2,6089,0
2665569.002324674,6,4.0,2791,8445,1,7689,0
2022455.822284896,3,5.0,5534,6599,3,2886,2648
2694263.1909854794,4,4.0,4898,13307,4,2295,2603
1861441.7486844049,4,2.0,4965,5310,4,571,4394
2472649.1607754524,4,5.0,5446,9935,1,2336,3110
3487198.938304816,5,5.0,8738,11733,4,3687,5051
2157559.2966208775,2,4.0,4161,3165,3,5875,0
2687626.982108183,2,2.0,3064,7704,3,7130,0
2569244.5722873984,7,4.0,3825,10846,1,3389,436
3249664.977048824,7,2.0,5427,12699,1,7781,0
1909449.3854045565,5,2.0,1255,6569,4,5135,0
1431908.192290342,1,3.0,1952,6778,2,2217,0
3244892.420635365,7,5.0,6679,12993,2,3757,2922
2049159.9789427214,6,4.0,1404,4811,1,5448,0
2289996.19378488,4,4.0,2954,4469,2,6452,0
1657580.8338469681,6,3.0,3987,1262,2,1262,2725
2505705.7110778703,4,2.0,4560,5431,3,5528,0
3348720.3775911974,6,4.0,6304,13809,2,5801,503
3669481.484922194,1,3.0,9470,12925,3,5973,3497
1661280.0020164384,6,4.0,2290,4801,2,3454,0
3578037.3090589326,6,3.0,7988,14444,1,3715,4273
3483215.950394293,3,4.0,8236,10208,3,6106,2130
2179575.3623663583,6,4.0,2101,1983,2,6849,0
2235397.2388004255,3,3.0,4343,8671,4,4847,0
2641718.1255788575,2,1.0,6767,2559,4,7092,0
1653539.2161218198,5,2.0,4175,3702,4,1362,2813
2267574.9462445355,6,5.0,1505,11455,1,4767,0
2459177.1575884135,2,4.0,731,13521,3,7326,0
3104693.7648167764,7,4.0,7076,6686,2,4836,2240
3157715.3015144398,7,2.0,5086,8521,1,7615,0
1965494.5425590444,3,4.0,2633,5497,4,4494,0
1349005.5612690307,6,4.0,2190,6802,3,836,1354
2261292.2973276223,6,2.0,1723,7628,2,5349,0
1958547.6707810692,1,5.0,5470,9581,2,579,4891
1499488.2986942255,2,2.0,2703,5268,3,3316,0
3268976.304295785,4,2.0,9589,5048,1,3818,5771
3110318.5882177637,4,2.0,8382,1506,3,7185,1197
2721672.4314824557,1,1.0,8843,7287,1,2670,6173
1999890.3834923378,3,3.0,1851,13214,4,3251,0
1047087.0235554314,4,2.0,671,1246,4,2456,0
3031227.9086605744,4,4.0,6024,12703,1,5002,1022
1902920.346072202,7,3.0,1929,7684,3,4110,0
3203236.6375069753,7,3.0,8508,8552,1,2392,6116
2787675.648846456,5,4.0,5357,12899,4,4171,1186
3132582.1840727925,2,4.0,6317,13972,2,6287,30
3064659.5032548797,3,2.0,3933,12628,3,7569,0
2317446.746719641,6,5.0,3699,12801,4,3021,678
2085177.4094169463,2,3.0,1859,12860,1,5195,0
2666562.237149167,3,1.0,6373,13849,4,1362,5011
3584704.960769331,4,3.0,9384,11737,2,3276,6108
2646851.2805972467,5,3.0,7932,3714,1,678,7254
1002275.5333312498,2,4.0,599,7755,3,629,0
1944101.1667378754,4,2.0,3942,10634,2,1776,2166
1551816.8302709248,3,2.0,3549,3639,1,1594,1955
3252064.3521342687,2,1.0,9119,7684,4,3939,5180
1255188.4830046992,6,2.0,1086,5157,4,1610,0
1487563.0682688456,2,4.0,755,14382,3,1360,0
1541520.9378019446,4,4.0,1973,2918,1,4177,0
1120197.2208191184,2,1.0,1220,6921,4,912,308
1252859.7925193761,6,1.0,2500,1943,3,1426,1074
2546919.5638197525,5,3.0,3507,9308,2,6501,0
2985156.734897111,5,4.0,8446,3557,3,3997,4449
2814663.377026477,4,4.0,5002,14831,2,3253,1749
3078885.4074352374,3,1.0,6690,10415,1,5542,1148
2290952.341602259,4,2.0,5612,7698,4,834,4778
1248728.5606721654,5,3.0,2231,1988,1,2544,0
2194786.3237113487,1,5.0,5401,8936,2,2051,3350
1311827.116378323,1,3.0,2677,7693,1,2555,122
1755162.4809540391,2,2.0,2080,9155,2,4123,0
2030064.009361027,6,3.0,3726,12014,1,708,3018
4008017.9098808626,7,3.0,9685,5279,4,6828,2857
2191302.699221744,7,4.0,5090,4567,1,2280,2810
1782178.5980979702,7,1.0,2352,14741,3,705,1647
1392888.3810841907,2,3.0,581,8160,4,3144,0
2704556.234172774,1,4.0,4350,10928,3,6053,0
1667130.1233205367,5,2.0,3512,4113,3,782,2730
1752457.790674719,2,3.0,3216,11178,4,2195,1021
3070353.4961625524,7,2.0,7692,10515,2,1987,5705
3561195.421134243,7,4.0,8001,9707,3,5519,2482
2546674.852321811,4,1.0,5801,12231,3,2415,3386
2777150.896929408,7,5.0,1955,12627,3,6873,0
3353852.9408281767,6,2.0,9889,5214,1,2666,7223
3081380.40364658,7,2.0,7452,4148,2,6928,524
1743525.4303735746,4,4.0,3612,5887,3,2468,1144
2488394.277396503,7,4.0,7088,3886,4,1254,5834
3828713.4655413087,6,1.0,8062,13178,3,7831,231
3259893.4300631294,5,5.0,8607,8290,3,2928,5679
3288700.7740301774,2,2.0,9252,3481,1,6762,2490
2145846.9004169395,6,3.0,5881,3010,2,1035,4846
878911.8654397477,4,1.0,2604,2425,3,840,1764
1652299.3712931832,2,3.0,2553,8517,3,3226,0
2529611.646237064,2,3.0,8226,1667,3,1403,6823
1834880.3292576335,4,3.0,1444,6532,1,4421,0
2939762.1983595653,1,3.0,8585,7472,1,1990,6595
3054248.8570932536,7,3.0,9270,1102,4,646,8624
3880957.6514141527,6,5.0,9606,14158,3,4249,5357
3423199.0333108744,4,2.0,8853,6460,1,5023,3830
3205229.3984068087,5,2.0,7964,4685,4,5901,2063
2548800.8700205022,3,4.0,6236,6164,4,4153,2083
1402109.6631337274,4,1.0,1274,7488,2,2829,0
2158396.423895503,7,3.0,556,14893,4,2639,0
3203182.6815438494,7,3.0,7171,1048,3,7903,0
2891533.1677070614,2,2.0,7726,13406,2,917,6809
3303106.2681257552,2,5.0,9881,5947,2,1696,8185
2458153.385634043,4,2.0,4544,10617,2,4888,0
1215250.767104731,3,2.0,1045,9659,1,2124,0
3158254.359164596,4,2.0,3480,14841,1,7369,0
2665265.2774760947,3,2.0,5406,9238,2,6482,0
3313967.677754547,3,2.0,6895,13288,1,6905,0
3182020.2281397823,7,4.0,5998,13448,1,5266,732
2979398.1322312756,7,4.0,3888,14606,3,6196,0
1660214.9113728516,7,4.0,3703,5719,4,603,3100
2389551.1413123547,5,2.0,1912,13310,3,5500,0
2186421.891018241,7,1.0,1071,4827,3,6639,0
2147803.261911188,6,5.0,2240,2293,3,5512,0
2272507.68425443,2,1.0,4427,7100,2,5853,0
929604.6112323803,2,5.0,847,7908,1,1078,0
1908962.8467615133,3,4.0,1344,11155,2,3485,0
2401964.512711423,2,5.0,3165,2316,3,7841,0
2237514.457322725,1,3.0,5092,8750,4,3704,1388
3423181.940900996,3,2.0,6469,14899,3,6680,0
2410190.67422397,2,3.0,6574,1498,1,6464,110
2797168.819191204,1,4.0,4090,10892,4,7696,0
3248296.9003403164,5,2.0,9234,1486,4,3663,5571
928046.8991969486,2,4.0,715,8579,1,1060,0
2244955.093800344,1,2.0,7113,5474,1,1164,5949
1314270.114414357,4,3.0,1869,9966,3,637,1232
3151328.4944721516,6,4.0,8977,6740,1,1621,7356
2906276.661515625,4,2.0,8552,1888,4,4098,4454
2481248.3195109204,1,2.0,3559,5787,1,7569,0
1624176.982192841,3,1.0,550,12920,3,2752,0
2790797.41086679,7,2.0,6038,12965,2,2734,3304
2098438.4322797423,7,2.0,2225,8332,2,4836,0
2388955.0459977933,7,2.0,5066,5109,3,4138,928
3622354.0778367287,3,2.0,8357,11483,4,5418,2939
3211753.01702545,2,4.0,8326,12698,2,2749,5577
2279046.7298271907,7,5.0,1829,8736,3,5589,0
2603557.934399091,4,3.0,5033,8171,2,6610,0
2087553.9295765555,3,2.0,3822,11453,4,3755,67
2573342.697424796,3,2.0,3398,11288,4,6630,0
3664438.848299419,7,4.0,9440,2104,4,7984,1456
2112183.7462632316,4,4.0,1023,14858,1,4344,0
3595751.936788952,5,5.0,9346,10069,4,3321,6025
2707153.6856025113,3,1.0,5101,1180,4,7552,0
2930442.4145037625,7,4.0,3453,5767,4,7913,0
1833655.479466839,6,3.0,3689,1869,2,2971,718
2663277.898279365,1,5.0,2608,12640,3,7086,0
2352955.7949050236,2,3.0,1704,9408,3,7424,0
2638588.101368478,3,3.0,4539,6385,4,6433,0
2054214.0045739147,6,4.0,4582,3810,2,3811,771
3611545.055674685,6,4.0,6956,9816,3,7508,0
2843668.665914903,3,2.0,8956,7333,2,728,8228
2613035.36719936,5,1.0,5648,14886,3,627,5021
2716476.3860536776,1,3.0,3834,13747,1,6282,0
561992.8918674089,2,2.0,1211,1631,4,648,563
4293754.297979503,3,3.0,9604,14044,2,7995,1609
3427096.1735992576,2,5.0,6210,8567,2,7976,0
1738213.649908387,4,3.0,831,1130,1,6610,0
3748297.7765247696,6,4.0,8659,12480,3,5650,3009
2263920.7059193985,6,4.0,4334,9721,2,2375,1959
3622016.201231534,3,4.0,8843,14542,4,2774,6069
3975946.042526433,3,5.0,9399,11025,1,6325,3074
3687526.4738410152,4,4.0,7710,13519,4,7499,211
3137935.234190503,5,3.0,9112,7559,3,882,8230
2195963.9556257194,3,2.0,6304,2147,4,2878,3426
2653506.3658709694,6,2.0,8157,1561,1,1975,6182
3358787.958086041,2,2.0,8233,13464,1,5005,3228
1395546.110946435,1,2.0,752,4586,2,5249,0
3336866.884288206,7,4.0,9690,2095,4,2033,7657
2550646.343993353,2,3.0,6327,3172,4,5601,726
2375534.188569818,5,2.0,4055,11622,3,2781,1274
3231730.5264068795,1,5.0,8984,8172,2,2647,6337
2894732.087022414,2,3.0,9932,1083,3,1676,8256
2718425.311614462,2,3.0,8860,3987,3,1882,6978
3588788.1819651034,4,4.0,8307,13952,1,2877,5430
3409495.706179335,7,3.0,8052,7875,1,7126,926
1445911.5543022174,5,2.0,536,6142,2,3763,0
1750922.3782881547,6,4.0,1944,6079,3,3640,0
2176941.8684277576,4,1.0,6522,1905,4,2359,4163
1880865.021029888,1,3.0,4891,7793,4,1636,3255
2686474.246524669,7,2.0,7078,4232,1,3975,3103
2958542.6075190576,6,3.0,8404,4144,3,2929,5475
3327530.2819746598,4,2.0,8293,10312,1,4638,3655
3353269.4847144843,7,4.0,7177,10801,1,4984,2193
3362303.70834817,5,2.0,7966,9730,2,5968,1998
2883381.4294130453,3,5.0,7217,7205,3,4319,2898
3109259.077804186,3,4.0,8361,9593,1,3536,4825
3308654.374449716,1,2.0,9614,13550,3,609,9005
2408160.749309355,3,3.0,7683,1198,3,1427,6256
2579903.605818062,4,4.0,6920,6333,3,1353,5567
2016528.0019229115,1,1.0,5244,7921,4,2336,2908
2531178.640705628,6,1.0,4878,10723,1,5022,0
1794245.0865164567,5,2.0,2162,5122,3,4329,0
987856.7525509576,1,3.0,1498,6100,2,863,635
2610541.163824053,6,2.0,4802,12843,2,4666,136
2397491.8912692936,1,2.0,8330,1971,1,1492,6838
2204235.4125681035,2,4.0,3024,6314,2,6537,0
2919071.6952841957,2,1.0,7235,6558,4,7196,39
1661980.4341779703,1,2.0,630,12055,2,4397,0
2576568.4498380204,7,5.0,3516,9042,1,5806,0
1838441.6677238238,3,4.0,1686,3370,3,5135,0
2471495.9466867945,2,2.0,4794,13632,4,3784,1010
3885913.925271135,7,1.0,8635,9089,1,7462,1173
3326173.5639097034,7,3.0,5334,13199,1,6393,0
3148718.7625575718,5,2.0,7715,8981,2,4294,3421
3116118.0496783773,6,5.0,8489,10825,1,1830,6659
2131688.3978992435,4,4.0,4698,6321,3,2413,2285
2230267.7198412167,2,5.0,505,8618,1,6696,0
1776695.886009388,1,4.0,1210,9951,1,4222,0
3342475.0961997174,3,3.0,8703,2371,3,7333,1370
1374204.9386236852,4,4.0,2650,3058,1,2436,214
3379097.801147487,6,4.0,7342,9626,3,7201,141
2846006.5743433335,7,3.0,5022,4103,3,6725,0
2588723.5982626155,6,1.0,6308,1839,2,5793,515
2205069.127552263,2,3.0,5450,7291,1,2368,3082
2200990.860679513,6,2.0,3782,12908,4,2588,1194
3423937.0150421932,6,4.0,8392,7412,4,2854,5538
2619804.225023294,3,4.0,6053,8801,3,3326,2727
2278268.399554029,7,5.0,4104,12361,1,1522,2582
3010216.0115258344,3,4.0,7654,13523,2,2342,5312
2716580.880817338,3,4.0,7639,5738,2,3598,4041
1933667.2512621805,1,2.0,4482,6006,2,3108,1374
2426475.49226156,6,2.0,677,7907,3,7939,0
2536908.4736003745,6,5.0,5013,3299,2,5925,0
3458316.162186152,6,4.0,9245,3615,4,5506,3739
2639943.4014735585,5,4.0,8274,1891,1,1961,6313
1126030.72099669,3,2.0,741,5010,1,2817,0
3613439.0809371187,4,4.0,8528,9952,4,6082,2446
2477639.4388308576,2,5.0,7895,2225,3,2033,5862
1551792.7069285729,7,2.0,1800,3296,1,3269,0
3016349.3294126475,4,4.0,8423,5909,3,3775,4648
2925500.7930967608,7,3.0,7978,7516,2,1293,6685
2379660.7423155787,1,1.0,3895,9367,3,5853,0
1487533.939880088,1,4.0,1570,4176,4,4123,0
2544823.8011838696,7,2.0,5417,12508,3,2793,2624
2826724.1918301634,6,2.0,7173,14536,1,2053,5120
2827347.37596193,4,4.0,7143,1864,1,5517,1626
2359771.795558862,6,4.0,4787,10878,2,1001,3786
2805187.1567675835,5,2.0,6737,7582,1,3681,3056
2481175.035077816,1,5.0,5526,14622,4,1413,4113
2181647.170426898,1,2.0,4305,12772,4,3316,989
1449185.3815211786,4,5.0,2714,3101,1,2563,151
3428771.763122016,1,4.0,8621,12644,1,3928,4693
3381252.7819778593,5,3.0,8748,3368,1,6792,1956
2493247.2507506884,5,2.0,6649,2242,1,3515,3134
2203876.2297784314,5,2.0,737,12058,2,5095,0
871444.8726451298,2,2.0,1232,1927,2,2485,0
2664413.71115,5,3.0,6663,6588,2,3178,3485
2099561.0674209627,5,2.0,4389,7891,2,3536,853
1481300.6016171395,2,2.0,3324,3943,2,3025,299
